temperature_2m_mean (°C),rain_sum (mm),wind_speed_10m_max (km/h),weather_code (wmo code),wind_direction_10m_dominant (°),shortwave_radiation_sum (MJ/m²),precipitation_hours (h),cloud_cover_mean (%),dew_point_2m_mean (°C),relative_humidity_2m_mean (%),wind_gusts_10m_mean (km/h),wind_gusts_10m_min (km/h),sin_day,had_precipitation
22.7,0.0,19.0,3,359,15.54,0,36,14.8,66,20.2,9.7,-0.8857249183835637,0
22.5,0.1,15.6,51,329,14.99,1,36,13.7,62,16.2,7.9,-0.8776087166898392,1
22.6,0.0,19.1,0,337,16.69,0,3,11.0,54,16.3,7.2,-0.8692328164574792,0
22.1,0.0,13.8,2,21,14.79,0,13,11.3,53,15.3,2.2,-0.8605996962501181,0
21.4,0.0,16.3,3,346,15.13,0,14,11.5,57,15.0,3.6,-0.8517119107469189,0
21.9,0.0,17.8,3,24,15.92,0,16,12.0,56,13.6,3.2,-0.8425720899866032,0
21.7,0.0,19.7,3,21,15.48,0,27,12.9,62,21.3,11.2,-0.8331829385891785,0
21.0,0.0,11.9,1,15,16.14,0,3,11.1,58,15.2,11.2,-0.8235472349556007,0
20.9,0.0,13.3,0,337,16.33,0,1,9.6,53,14.4,7.9,-0.8136678304455991,0
21.6,0.0,22.5,0,220,16.15,0,1,7.0,41,23.7,4.0,-0.8035476485339116,0
20.9,0.1,15.3,51,274,12.9,1,33,12.4,60,18.4,10.1,-0.7931896839451843,1
20.7,0.0,20.6,3,319,14.88,0,13,11.4,58,16.2,3.6,-0.7825970017677834,0
20.0,0.0,13.6,0,39,15.83,0,0,9.1,53,13.5,6.1,-0.7717727365467836,0
20.5,0.0,18.3,1,27,14.79,0,10,11.6,60,23.0,12.2,-0.7607200913564104,0
21.0,0.0,20.7,1,26,15.35,0,5,11.6,59,20.7,11.2,-0.7494423368521954,0
21.7,0.0,21.1,1,12,14.91,0,4,12.0,59,21.1,11.9,-0.7379428103031386,0
21.7,0.0,17.8,3,2,13.37,0,32,12.1,58,20.2,11.5,-0.7262249146041543,0
19.4,0.0,16.0,1,314,14.9,0,6,10.3,58,15.9,4.0,-0.7142921172691032,0
18.9,0.0,11.5,2,249,14.39,0,8,9.9,58,13.7,4.0,-0.7021479494046978,0
19.3,0.0,12.3,3,269,14.03,0,13,9.7,56,12.7,4.3,-0.6897960046655887,0
20.4,0.0,8.9,0,40,14.74,0,1,8.4,49,13.0,6.1,-0.6772399381909491,0
20.5,0.0,18.1,0,54,14.9,0,0,9.3,53,21.9,8.6,-0.6644834655228552,0
21.0,0.0,21.3,3,48,14.88,0,14,10.5,60,24.3,15.8,-0.6515303615068021,0
20.5,0.0,13.3,3,295,14.61,0,72,9.2,52,14.6,6.1,-0.6383844591746642,0
21.0,0.0,19.5,3,6,14.35,0,33,12.3,62,16.4,5.8,-0.6250496486104377,0
19.6,0.0,12.8,3,30,14.43,0,9,11.1,62,16.2,6.5,-0.6115298757991053,0
19.3,0.0,17.1,3,236,14.22,0,20,7.0,49,20.1,6.1,-0.5978291414589552,0
19.4,0.3,22.4,51,240,11.96,3,25,8.1,49,27.3,18.4,-0.5839514998576998,1
18.2,0.0,12.2,3,291,11.22,0,49,9.9,61,14.7,10.8,-0.5699010576127624,0
17.6,0.0,12.1,3,50,9.99,0,87,8.5,57,16.1,9.4,-0.5556819724760489,0
17.4,0.0,15.2,3,183,12.21,0,66,8.5,60,17.7,7.2,-0.5412984521036173,0
18.3,0.0,13.6,0,198,13.76,0,0,7.2,51,18.0,6.8,-0.5267547528105542,0
19.4,0.0,14.2,0,96,13.83,0,1,6.3,45,14.5,9.4,-0.5120551783114646,0
19.4,0.0,12.0,0,187,13.88,0,0,5.3,41,15.7,7.6,-0.4972040784469378,0
18.7,0.0,18.4,3,47,13.74,0,10,7.9,51,21.0,7.2,-0.4822058478963526,0
19.1,0.0,22.4,3,34,11.87,0,53,11.8,66,25.6,14.8,-0.46706492487743034,0
18.3,0.0,20.7,3,9,12.23,0,41,11.1,66,21.5,10.4,-0.451785789832884,0
18.5,0.2,21.3,51,352,12.57,2,24,10.9,65,20.6,9.4,-0.4363729641045924,1
17.7,0.0,13.2,3,327,11.85,0,30,10.6,66,14.6,4.7,-0.42083100859565564,0
17.6,0.0,8.0,3,23,12.29,0,15,9.7,62,9.9,4.7,-0.4051645224207563,0
18.5,0.0,9.5,3,188,13.27,0,14,6.7,48,11.6,3.2,-0.3893781415452015,0
19.2,0.0,12.5,3,174,13.13,0,11,5.2,42,15.1,8.3,-0.37347653741307074,0
18.4,0.0,9.5,0,245,13.39,0,0,5.5,44,10.0,4.0,-0.3574644155648614,0
18.3,0.0,12.5,2,203,13.1,0,5,7.6,52,12.6,2.9,-0.34134651424503615,0
19.2,0.0,23.1,3,191,13.03,0,18,5.5,43,26.0,12.6,-0.3251276029999093,0
18.2,0.0,12.0,3,235,12.0,0,42,10.9,64,15.1,6.5,-0.30881248126625377,0
19.6,0.0,15.9,3,198,12.68,0,34,9.1,53,18.5,8.3,-0.29240597695107734,0
20.1,0.0,10.5,0,82,12.82,0,0,8.2,48,10.8,3.6,-0.27591294500296043,0
18.9,0.0,19.6,0,46,12.85,0,0,11.3,62,22.3,7.2,-0.2593382659754056,0
19.9,0.0,25.4,3,47,11.31,0,40,14.9,76,30.8,21.6,-0.2426868445825954,0
20.0,0.0,23.0,3,40,11.98,0,39,13.0,70,27.7,19.4,-0.22596360824801906,0
18.5,0.0,19.2,3,30,11.25,0,51,12.9,74,21.7,11.2,-0.20917350564635637,0
17.7,0.0,15.2,3,12,11.88,0,58,11.0,68,17.6,9.7,-0.19232150523909483,0
17.0,0.6,14.3,51,316,12.67,3,27,10.0,66,19.3,10.4,-0.17541259380427843,1
16.1,2.1,15.3,61,325,10.07,5,52,9.9,67,13.4,4.0,-0.15845177496083632,1
15.2,9.2,17.5,63,273,8.42,12,70,12.3,84,17.7,8.6,-0.14144406768794202,1
15.1,0.9,17.5,51,213,10.65,5,47,10.3,75,18.0,8.6,-0.12439450483979998,1
14.5,1.1,17.0,53,209,11.47,5,43,10.0,76,18.9,10.4,-0.10730813165636247,1
15.5,0.0,22.1,3,282,9.6,0,37,10.9,76,21.8,13.0,-0.09019000427034513,0
14.7,0.0,16.7,1,328,11.89,0,9,9.0,71,14.3,5.8,-0.07304518821104743,0
13.8,0.0,10.5,0,81,12.98,0,0,8.0,69,11.2,5.0,-0.05587875690537313,0
13.7,0.0,12.2,0,70,13.02,0,0,8.0,70,13.9,7.9,-0.03869579017652689,0
14.5,0.0,13.9,1,37,11.7,0,10,9.9,75,15.9,7.9,-0.021501372740813793,0
14.6,0.0,19.4,3,36,12.31,0,48,9.3,75,20.5,7.6,-0.004300592702981974,0
15.4,0.0,16.1,3,26,12.24,0,47,9.4,71,18.9,11.5,0.017201575418260506,0
15.2,0.0,12.5,3,31,12.72,0,14,10.2,75,14.4,6.1,0.03439806061360801,0
14.7,0.3,15.6,51,13,11.88,2,17,10.5,77,18.1,9.7,0.051584366869408364,1
15.4,1.2,14.8,53,341,10.69,5,41,10.8,77,15.8,6.1,0.06875540848113941,1
15.0,0.0,12.2,3,254,12.38,0,18,8.8,69,14.1,4.7,0.08590610426133272,0
15.8,0.0,12.9,3,221,10.81,0,44,6.7,57,16.5,8.3,0.10303137904317879,0
16.2,0.0,9.9,3,206,10.42,0,58,8.6,63,12.5,6.5,0.1201261651823505,0
16.1,0.4,14.6,51,246,11.41,1,36,8.4,63,14.4,2.9,0.13718540405660057,1
14.0,2.5,10.7,55,196,8.23,5,50,9.5,75,15.0,11.5,0.1542040475626894,1
15.1,0.0,7.1,0,181,13.4,0,0,8.7,67,8.6,2.2,0.17117705961019986,0
14.8,0.0,14.0,3,187,11.97,0,52,5.9,56,16.7,4.0,0.18809941761179758,0
14.1,0.0,19.4,3,209,12.28,0,26,3.9,51,23.8,14.0,0.20496611396949532,0
14.2,0.0,20.5,3,212,11.72,0,49,4.3,53,23.8,14.4,0.22177215755648186,0
15.1,0.5,16.8,51,226,11.49,2,49,5.8,55,21.3,10.8,0.23851257519407648,1
14.9,0.0,16.3,3,208,12.14,0,48,6.4,60,18.5,7.9,0.2551824131233728,0
14.6,0.4,16.6,51,202,10.92,3,59,4.7,52,21.7,10.4,0.2717767384711357,1
13.8,0.0,10.4,0,169,13.89,0,0,5.4,59,13.0,7.9,0.2882906407095177,0
15.2,0.0,16.9,0,65,14.44,0,0,4.5,52,20.1,8.3,0.3047192331091634,0
16.1,0.0,16.8,0,59,14.55,0,0,5.6,56,23.7,16.2,0.321057654185271,0
15.2,0.0,14.5,0,219,14.68,0,0,2.9,47,15.1,8.3,0.3373010691361842,0
14.8,0.0,11.1,0,36,14.59,0,1,6.3,59,13.8,6.8,0.3534446712740877,0
15.6,0.0,15.9,0,31,14.63,0,2,7.4,61,17.9,5.4,0.3694836834473831,0
16.4,0.0,20.4,3,39,13.24,0,25,10.4,71,23.3,10.8,0.38541335945432564,0
17.5,0.0,20.9,3,25,12.53,0,46,11.4,72,26.9,18.4,0.4012289854475009,0
16.3,0.0,18.5,3,31,13.96,0,34,9.9,71,23.5,14.0,0.4169258813287287,0
16.3,0.0,20.9,0,66,15.17,0,0,6.6,59,25.4,16.9,0.4324994021339788,0
19.4,0.0,35.2,3,181,11.18,0,50,-0.8,28,35.0,15.1,0.44794493940789115,0
20.4,0.0,19.2,3,206,14.9,0,75,0.9,28,26.9,19.4,0.4632579225674917,0
17.6,0.0,20.4,3,44,12.42,0,66,5.8,49,27.5,22.3,0.4784338202547012,0
15.1,0.0,18.9,1,334,15.36,0,3,4.9,56,19.2,7.9,0.49346814167723735,0
14.4,0.0,22.0,1,249,14.63,0,14,2.5,45,27.9,16.2,0.5083564379375122,0
13.7,0.1,33.5,51,252,13.4,1,25,3.2,49,33.9,19.8,0.5230943033491326,1
12.5,0.0,17.1,3,273,8.71,0,61,4.0,58,17.4,10.4,0.5376773767406141,0
14.0,0.0,10.6,3,272,11.74,0,48,4.7,56,12.4,2.9,0.5521013427459208,0
13.9,0.0,17.9,3,248,14.11,0,33,1.2,42,19.9,9.4,0.5663619330814524,0
14.1,0.0,23.5,3,208,15.97,0,38,1.4,45,27.9,7.6,0.580454927809098,0
13.1,0.0,27.3,3,252,14.45,0,31,1.9,47,38.0,22.7,0.5943761565849831,0
11.7,0.0,24.0,3,272,12.97,0,27,3.1,57,26.3,16.2,0.6081214998935418,0
11.2,0.0,17.1,3,308,10.53,0,46,4.0,63,16.3,9.0,0.6216868902665479,0
11.5,0.0,11.9,3,58,15.08,0,22,1.1,52,15.5,9.7,0.6350683134867438,0
12.8,0.0,18.9,0,55,16.76,0,1,3.1,54,22.2,15.5,0.6482618097757122,0
12.4,0.8,22.3,53,34,14.06,3,30,6.9,72,24.0,14.4,0.6612634749656386,1
11.8,0.0,14.6,3,354,14.18,0,41,4.7,67,17.8,9.7,0.6740694616546161,0
12.5,0.0,16.8,3,9,14.48,0,29,3.7,59,17.0,5.0,0.6866759803451553,0
11.5,0.0,15.1,3,357,13.89,0,24,5.1,69,16.9,5.8,0.6990793005655562,0
12.0,0.0,11.5,3,312,13.81,0,36,5.7,69,13.9,5.0,0.7112757519738152,0
13.2,0.0,16.1,3,312,12.78,0,24,4.9,60,15.7,5.4,0.7232617254437388,0
13.6,0.0,22.5,3,39,14.83,0,24,5.8,63,25.6,11.9,0.7350336741329413,0
13.5,0.0,23.7,0,37,17.85,0,0,4.8,59,27.8,16.6,0.746588114532413,0
14.1,0.0,21.9,1,33,17.37,0,7,6.3,63,27.3,16.9,0.7579216274973472,0
14.3,0.0,17.8,1,10,17.39,0,12,6.8,65,24.2,14.8,0.7690308592589181,0
15.4,0.0,16.1,3,17,15.13,0,51,5.8,54,17.7,5.4,0.7799125224167177,0
15.2,0.0,14.1,3,8,14.72,0,27,7.2,60,15.4,5.4,0.7905633969115482,0
15.9,0.0,12.5,3,329,11.87,0,61,8.7,65,14.3,4.7,0.8009803309782905,0
16.0,0.0,11.7,3,352,14.19,0,27,7.8,61,13.9,4.3,0.8111602420785621,0
16.8,0.0,11.5,1,26,17.22,0,9,6.4,53,14.8,5.8,0.8211001178128892,0
17.4,0.0,17.5,0,61,19.2,0,0,6.6,53,21.8,14.8,0.8307970168121247,0
18.8,0.0,18.5,3,61,19.64,0,8,7.8,56,26.8,21.2,0.8402480696078469,0
21.8,0.0,14.1,0,38,19.59,0,0,4.9,44,15.1,7.2,0.8494504794814806,0
23.8,0.0,13.7,0,197,19.82,0,0,-3.2,18,16.1,6.5,0.8584015232918917,0
25.8,0.0,32.2,0,197,19.99,0,0,-5.4,14,29.2,6.1,0.8670985522812081,0
21.4,0.0,16.5,0,292,19.76,0,0,8.3,47,16.9,6.1,0.8755389928586302,0
22.6,0.0,16.8,0,61,20.15,0,0,4.8,38,23.7,17.3,0.8837203473619977,0
25.4,0.0,30.3,1,211,20.38,0,7,-0.5,22,33.2,14.4,0.8916401947968874,0
18.3,0.0,16.2,3,342,20.0,0,15,8.0,56,20.7,6.8,0.8992961915530253,0
16.8,0.0,17.6,3,30,17.69,0,64,6.7,55,20.8,10.4,0.9066860720977985,0
17.5,0.0,15.9,2,6,20.24,0,9,5.7,51,17.6,7.9,0.9138076496466615,0
19.8,0.0,22.3,2,82,20.02,0,17,2.0,35,19.3,9.7,0.9206588168102428,0
22.6,0.0,20.8,0,142,21.21,0,0,-0.2,24,20.8,9.0,0.9272375462179537,0
20.9,0.0,14.2,3,293,21.19,0,26,7.1,46,15.2,2.5,0.9335418911179212,0
22.4,0.0,26.1,1,202,20.97,0,4,6.1,39,28.1,14.8,0.9395699859530622,0
21.5,0.0,23.4,2,241,20.28,0,6,8.9,48,28.2,8.6,0.945320046913132,0
17.2,0.5,20.0,51,312,18.63,4,36,9.1,62,23.6,11.9,0.9507903724625832,1
16.4,0.0,16.4,3,238,19.87,0,10,5.5,53,19.5,10.4,0.9559793438440766,0
19.5,0.0,21.0,0,194,22.29,0,0,0.7,32,24.8,11.5,0.9608854255574977,0
19.9,0.0,19.1,0,219,21.79,0,3,4.3,40,21.1,6.8,0.9655071658143364,0
17.1,0.0,25.2,3,278,17.86,0,19,7.1,56,25.1,6.1,0.969843196967294,0
16.2,0.0,25.4,3,275,18.0,0,22,6.9,57,26.4,11.2,0.9738922359149924,0
16.0,0.0,24.8,3,287,11.79,0,53,7.6,59,26.5,14.0,0.9776530844816641,0
18.5,0.0,10.2,2,296,21.23,0,15,8.4,55,13.5,4.7,0.981124629771712,0
20.5,0.0,13.5,3,94,19.01,0,66,5.7,43,18.1,9.4,0.984305844499033,0
23.1,0.0,19.5,3,57,11.64,0,85,3.1,28,16.7,5.4,0.9871957872910085,0
24.4,0.1,24.1,51,49,18.8,1,57,5.1,32,23.4,7.6,0.9897936029670716,1
19.5,5.9,21.9,61,2,16.92,8,73,12.5,65,29.2,14.8,0.992098522791769,1
17.6,0.0,15.0,3,277,20.74,0,30,10.8,68,18.7,10.4,0.9941098647022418,0
19.1,0.0,16.8,0,271,23.41,0,0,8.1,52,16.5,3.6,0.9958270335100595,0
21.7,0.0,15.3,0,203,23.46,0,0,3.9,39,20.6,9.7,0.9972495210773451,0
18.4,0.0,23.9,2,329,23.28,0,7,7.2,51,25.3,7.9,0.998376906467142,0
15.7,0.0,23.7,3,337,18.91,0,53,2.4,42,31.9,17.6,0.9992088560679753,0
15.6,0.0,17.7,2,343,22.27,0,16,2.8,45,21.6,7.2,0.9997451236925734,0
17.4,0.0,17.7,0,33,23.68,0,0,4.3,45,16.8,5.4,0.9999855506507186,0
21.1,0.0,16.5,0,65,23.93,0,0,2.9,36,18.6,9.4,0.9999300657962057,0
23.6,0.0,15.6,0,147,24.45,0,0,-0.3,25,18.2,9.7,0.9995786855478958,0
25.1,0.0,29.8,0,213,24.6,0,0,-2.5,17,31.4,19.1,0.9989315138848577,0
21.0,0.0,18.7,0,2,24.15,0,0,4.2,35,20.4,8.6,0.9979887423155984,0
21.2,0.0,13.8,3,63,24.04,0,20,5.8,41,20.6,10.8,0.9967506498213929,0
25.9,0.0,28.8,2,198,23.75,0,9,0.4,21,33.7,15.8,0.9952176027737294,0
25.9,0.0,23.1,3,56,23.98,0,43,7.0,38,28.6,20.9,0.9933900548258936,0
26.2,0.0,25.5,3,352,12.4,0,94,8.2,36,25.4,9.0,0.9912685467787256,0
24.1,0.0,30.3,3,332,23.49,0,28,11.6,47,34.8,17.6,0.9888537064205885,0
18.8,0.2,22.1,51,291,19.65,1,44,7.3,52,24.8,8.3,0.986146248341595,1
16.2,1.7,26.5,55,278,19.71,6,35,6.9,57,31.1,10.4,0.9831469737221499,1
18.7,0.0,17.7,0,241,24.6,0,0,5.9,47,22.9,11.9,0.9798567700958665,0
21.4,0.0,19.6,3,67,22.77,0,54,7.9,48,19.8,7.2,0.9762766110869321,0
22.6,0.0,23.7,3,45,23.45,0,33,7.7,44,26.3,17.6,0.9724075561219968,0
22.7,0.0,22.4,2,42,25.32,0,4,7.4,47,23.6,15.5,0.9682507501166718,0
26.8,0.0,17.7,0,64,25.64,0,0,-0.1,22,15.3,6.8,0.9638074231367307,0
30.0,0.0,17.7,2,174,25.33,0,13,-0.7,15,21.9,10.4,0.9590788900341131,0
26.8,0.0,23.9,3,9,17.88,0,63,7.5,30,25.2,10.4,0.9540665500578387,0
21.1,0.0,20.2,3,349,25.02,0,20,9.3,50,28.1,22.7,0.9487718864399473,0
20.4,0.0,24.3,3,36,23.64,0,27,8.9,51,25.4,14.0,0.9431964659565866,0
21.6,0.0,24.5,3,49,25.33,0,38,9.3,51,33.7,24.5,0.9373419384643772,0
22.6,0.0,22.9,3,49,19.65,0,87,9.7,50,33.1,29.2,0.9312100364121947,0
23.4,0.0,21.0,3,33,25.52,0,11,8.5,47,29.6,23.8,0.9248025743285089,0
24.3,0.0,19.2,0,33,25.91,0,0,6.5,35,23.6,9.7,0.9181214482844364,0
25.4,0.0,26.8,1,44,26.0,0,3,5.8,31,21.7,8.3,0.9111686353326631,0
26.1,0.0,24.0,1,316,25.05,0,7,5.3,29,26.4,8.3,0.9039461929224011,0
21.0,0.0,22.2,3,319,24.29,0,12,9.4,51,25.2,9.7,0.8964562582905575,0
19.2,0.0,21.6,1,303,24.63,0,15,6.5,47,27.7,11.2,0.8887010478292915,0
19.5,0.0,18.0,3,317,24.51,0,14,6.2,44,20.4,5.4,0.8806828564301475,0
20.7,0.0,25.0,0,40,26.56,0,0,6.0,43,23.0,13.0,0.8724040568049612,0
22.2,0.0,24.1,0,50,26.26,0,0,8.8,47,30.0,19.4,0.8638670987837349,0
23.5,0.0,22.9,0,50,26.48,0,0,7.3,42,33.6,25.9,0.8550745085896932,0
25.9,0.0,21.2,2,54,26.84,0,8,8.5,42,28.9,18.0,0.8460288880917339,0
26.5,0.0,26.9,0,240,26.94,0,0,4.7,26,32.9,16.2,0.8367329140344921,0
23.4,0.0,26.5,2,266,21.82,0,16,9.3,45,24.0,4.3,0.8271893372462497,0
22.0,0.0,19.7,2,291,22.58,0,23,11.0,53,22.1,5.8,0.8174009818249189,0
21.8,0.0,21.0,3,349,20.22,0,27,10.9,53,20.6,8.3,0.8073707443023492,0
22.7,0.0,22.4,3,46,27.03,0,16,10.8,51,22.2,10.1,0.7971015927871943,0
24.7,0.0,27.2,3,45,27.4,0,27,10.9,50,26.0,18.7,0.7865965660866021,0
28.0,0.1,29.6,51,207,25.01,1,41,8.3,39,31.0,18.0,0.7758587728069828,1
25.3,0.0,23.2,0,336,27.04,0,0,11.3,45,26.6,13.3,0.7648913904341225,0
23.0,0.0,21.3,3,350,27.6,0,10,10.5,50,23.8,11.5,0.753697664392914,0
23.5,0.0,23.3,3,22,26.01,0,85,11.7,53,27.7,14.4,0.742280907086982,0
24.5,0.0,27.6,3,43,27.46,0,27,12.3,53,37.6,24.5,0.7306444969184916,0
27.1,0.0,19.2,3,33,25.38,0,61,11.3,48,25.2,10.1,0.7187918772884232,0
28.2,0.0,22.7,0,313,27.41,0,0,11.4,40,23.1,4.0,0.7067265555776158,0
23.4,0.0,21.3,3,323,27.08,0,44,11.7,52,26.8,17.3,0.6944521021088763,0
23.0,0.0,21.2,1,325,27.34,0,5,10.3,48,22.3,6.8,0.6819721490904629,0
23.8,0.0,14.5,3,313,27.43,0,7,11.0,49,17.9,6.1,0.6692903895412567,0
29.7,0.0,27.5,3,188,26.12,0,43,6.3,29,26.5,10.8,0.6564105761979381,0
28.8,0.0,26.5,0,256,28.38,0,0,5.7,24,35.6,23.4,0.6433365204044917,0
28.4,0.0,16.3,3,218,28.18,0,7,6.1,28,18.7,8.6,0.6300720909843687,0
27.7,0.0,22.5,2,337,28.09,0,4,9.6,37,23.2,11.5,0.6166212130956382,0
27.1,0.0,23.8,3,26,28.29,0,11,10.6,41,20.7,9.0,0.6029878670694714,0
27.6,0.0,30.2,3,66,13.14,0,87,11.3,42,34.3,23.0,0.5891760872322963,0
30.4,0.0,41.3,3,180,19.45,0,71,5.0,22,38.3,18.0,0.5751899607119775,0
27.4,0.0,26.0,3,232,25.63,0,15,12.0,40,37.0,22.7,0.5610336262283677,0
26.0,0.0,19.8,2,296,26.87,0,10,11.0,43,21.6,7.6,0.5467112728685939,0
28.1,0.0,26.3,3,31,26.38,0,39,10.7,38,23.8,12.2,0.5322271388474397,0
31.0,0.0,25.8,3,87,27.91,0,26,8.3,27,22.9,13.7,0.5175855102531889,0
32.7,0.0,29.0,3,102,16.11,0,83,9.3,25,34.3,15.8,0.5027907197793043,0
35.5,0.0,31.9,3,203,28.2,0,19,6.8,19,39.8,19.8,0.4878471454423119,0
29.2,0.0,23.2,1,337,27.31,0,7,13.1,43,23.1,14.4,0.47275920928627757,0
27.4,0.0,22.9,3,34,28.08,0,56,13.3,47,31.0,22.7,0.4575313760742512,0
26.8,0.0,20.5,3,35,28.8,0,31,11.9,45,28.5,17.3,0.44216815196707204,0
27.2,0.0,23.7,3,34,28.56,0,42,11.9,44,24.0,15.5,0.42667408318992467,0
29.8,0.0,25.7,3,51,28.22,0,52,10.7,36,30.0,20.9,0.4110537546870351,0
32.8,0.3,30.6,51,94,15.77,1,99,11.4,30,37.8,23.8,0.3953117887649151,1
33.6,0.0,26.2,3,11,26.78,0,49,9.6,24,31.3,14.8,0.37945284372454435,0
28.8,0.0,18.3,0,327,28.3,0,1,14.0,45,25.4,15.8,0.36348161248290634,0
28.7,0.0,19.4,1,314,28.59,0,5,11.8,38,22.5,9.0,0.3474028211842774,0
30.1,0.0,19.7,3,295,28.61,0,18,11.5,35,21.0,2.9,0.3312212278016865,0
30.3,0.0,29.8,2,42,26.41,0,18,14.0,39,32.1,18.4,0.31494162072895193,0
27.8,0.0,25.5,1,353,28.59,0,4,14.8,49,26.5,18.7,0.2985688173637202,0
28.2,0.0,21.2,0,10,28.85,0,0,14.1,46,22.1,11.5,0.2821076626819194,0
31.8,0.0,18.1,0,360,29.25,0,0,8.1,30,17.5,8.3,0.26556302780405594,0
31.4,0.0,20.5,0,304,28.57,0,0,13.0,35,26.1,13.0,0.24893980855376657,0
27.9,0.0,20.5,0,330,29.06,0,0,13.4,45,24.0,9.4,0.23224292400907015,0
27.0,0.0,23.1,1,323,28.63,0,2,13.5,45,24.1,11.2,0.21547731504673012,0
27.8,0.0,23.1,3,348,25.85,0,16,15.8,51,24.5,8.6,0.19864794288017112,0
28.7,0.0,22.1,1,345,28.83,0,3,15.1,48,25.8,15.5,0.18175978759137534,0
28.6,0.0,24.8,3,357,29.01,0,7,14.7,49,24.1,13.3,0.16481784665719793,0
29.5,0.0,24.2,0,34,29.21,0,0,14.0,44,26.4,13.3,0.14782713347053048,0
30.1,0.0,23.0,0,43,29.31,0,0,12.9,40,26.8,13.7,0.13079267585675922,0
30.2,0.0,23.3,0,5,29.42,0,0,10.7,33,24.2,10.8,0.11371951458594969,0
29.5,0.0,20.9,0,349,29.65,0,0,11.9,39,21.8,10.8,0.0966127018812031,0
30.5,0.0,20.2,0,325,29.18,0,0,12.9,37,24.0,9.4,0.07947729992362097,0
30.2,0.0,24.0,0,338,28.99,0,0,15.2,43,25.1,10.4,0.062318379354325076,0
29.5,0.0,25.6,0,349,29.11,0,0,14.7,45,25.1,12.2,0.04514101777397193,0
29.0,0.0,26.4,1,344,28.99,0,4,14.3,45,25.9,7.9,0.02795029824021032,0
29.7,0.0,24.4,0,346,29.16,0,2,14.9,48,29.9,9.4,0.01075130776352193,0
29.7,0.0,22.3,0,349,29.28,0,0,12.4,39,23.8,7.6,-0.00645086419810515,0
32.1,0.0,24.7,0,37,29.61,0,0,9.8,31,23.7,11.9,-0.023651127245231586,0
33.0,0.0,24.7,0,353,28.86,0,0,14.2,35,25.0,16.9,-0.04084439154329611,0
29.8,0.0,23.5,0,341,29.06,0,0,17.1,50,25.6,18.0,-0.05802556932878035,0
30.1,0.0,22.2,0,334,28.79,0,2,16.9,49,23.0,8.6,-0.07518957641475855,0
30.4,0.0,23.5,0,327,28.43,0,2,17.1,48,26.8,11.9,-0.09233133369539122,0
31.1,0.0,27.0,0,315,28.84,0,0,16.9,49,29.3,6.8,-0.10944576864891556,0
30.2,0.0,24.3,0,312,28.71,0,0,17.3,50,29.5,11.5,-0.12652781683868314,0
29.9,0.0,28.5,2,337,28.79,0,8,16.3,49,25.9,11.9,-0.1435724234118113,0
30.9,0.0,28.0,3,36,28.13,0,21,16.5,47,31.3,15.8,-0.16057454459499376,0
30.8,0.0,25.0,1,38,28.89,0,2,14.3,42,33.6,19.1,-0.17752914918703497,0
31.1,0.0,25.3,0,23,29.1,0,0,14.5,43,27.4,14.4,-0.19443122004766195,0
32.4,0.0,21.9,3,16,29.26,0,16,11.6,34,25.9,10.8,-0.2112757555821793,0
32.8,0.0,18.9,3,7,29.5,0,10,9.3,29,21.4,11.9,-0.2280577712215198,0
34.3,0.0,18.4,0,18,29.29,0,0,9.7,28,19.4,8.6,-0.24477230089725957,0
34.9,0.0,21.7,0,346,29.11,0,0,11.1,27,20.5,8.3,-0.2614143985111562,0
33.7,0.0,25.2,0,352,29.01,0,0,13.5,35,21.7,11.9,-0.2779791393987801,0
32.5,0.0,21.5,0,308,29.05,0,0,13.9,39,21.3,12.2,-0.2944616217868012,0
33.3,0.0,21.7,0,297,28.92,0,0,12.9,34,22.2,4.0,-0.3108569682435036,0
32.4,0.0,23.0,0,1,29.26,0,0,11.7,33,21.3,7.9,-0.3271603271220951,0
33.8,0.0,20.6,0,355,28.7,0,0,14.2,37,21.2,8.6,-0.34336687399638804,0
34.6,0.0,24.9,0,5,28.49,0,0,15.0,39,26.8,15.8,-0.3594718130884232,0
34.6,0.0,23.4,0,340,28.75,0,0,14.6,37,20.8,9.4,-0.3754703786876202,0
33.8,0.0,18.8,0,339,28.61,0,0,15.0,39,20.7,7.2,-0.3913578365610259,0
34.4,0.0,27.5,1,31,28.38,0,2,15.3,41,22.9,13.3,-0.4071294853542516,0
35.6,0.0,18.4,0,355,28.23,0,0,11.6,27,23.4,15.8,-0.4227806579826773,0
34.4,0.0,22.3,0,338,28.71,0,0,13.7,32,22.3,9.0,-0.4383067230125192,0
31.4,0.0,22.5,3,320,28.23,0,11,16.1,46,28.9,16.2,-0.45370308603134424,0
30.6,0.0,21.8,0,309,28.14,0,0,16.0,46,25.5,7.6,-0.46896519100763184,0
30.9,0.0,19.4,0,299,28.01,0,0,16.7,47,21.4,7.2,-0.48408852163897587,0
31.9,0.0,25.0,0,322,28.12,0,0,14.3,40,21.2,9.4,-0.4990686026885319,0
32.9,0.0,19.5,0,332,27.97,0,0,12.7,33,24.1,10.4,-0.5139010013093103,0
31.6,0.0,25.2,0,7,28.14,0,0,14.6,41,21.3,8.3,-0.5285813283559292,0
31.7,0.0,22.4,0,4,28.21,0,0,14.2,40,23.3,12.6,-0.5431052396834317,0
